station,state,latitude,longitude,elevation,month,minimum temperature (F),maximum temperature (F),average temperature (F),average daily wind speed (miles per hour),direction of fastest 5 second wind (degrees),fastest 5 second wind speed (miles per hour),snowfall (inch),snow depth (inch),precipitation (inch)
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,January,-21.82,-1.84,-10.48,4.921268,300,19.01399,0,11.81103,0
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,January,-23.8,-5.8,-14.98,7.381902,300,12.974252,0,11.81103,0
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,January,-6.88,19.22,15.44,11.408394,300,29.08022,6.1811057,18.897648,0.29921276
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,January,-17.86,-6.88,-7.78,9.171454,300,19.908766,0,18.110246,0
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,January,-18.76,-3.82,-12.82,7.381902,300,17.000744,0,16.929143,0
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,August,42.98,78.98,61.16,5.144962,300,21.027236,0,0,0
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,January,2.12,9.14,6.62,13.869028,300,27.066974,0,3.149608,0
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,January,2.12,32,23.72,16.77705,300,31.988242,0,1.181103,0
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,January,30.2,37.94,35.78,12.750558,300,33.106712,0,0,0.01968505
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,January,14.18,37.04,35.42,14.763804,300,40.041226,0,0,0
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,January,9.14,18.14,14.54,16.553356,300,31.988242,0,0,0
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,January,3.2,17.24,11.48,11.408394,300,27.96175,0,0,0
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,January,35.96,44.06,41,15.882274,300,35.119958,0,0,0
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,August,59,82.94,73.76,10.06623,300,36.014734,0,0,0
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,August,53.06,75.92,64.58,12.526864,300,36.014734,0,0,0
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,January,28.22,35.06,33.98,19.237684,300,38.922756,0,9.842525,0
ST CLOUD RGNL AP,MN,45.5433,-94.0514,310.3,January,-1.84,29.12,17.24,17.448132,300,31.988242,0,1.968505,0
ST CLOUD RGNL AP,MN,45.5433,-94.0514,310.3,January,-9.76,0.14,-3.64,13.42164,300,25.948504,0,1.968505,0
ST CLOUD RGNL AP,MN,45.5433,-94.0514,310.3,August,51.08,77,61.34,6.71082,300,23.040482,0,0,0
DES MOINES INTL AP,IA,41.5339,-93.6531,291.7,January,29.12,51.98,37.04,14.316416,300,36.014734,0,0,0
DES MOINES INTL AP,IA,41.5339,-93.6531,291.7,August,55.94,80.96,75.02,12.079476,300,33.106712,0,0,0.42126007
HURON RGNL AP,SD,44.3981,-98.2231,390.1,August,57.02,84.92,72.32,8.052984,300,29.08022,0,0,0
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,January,30.2,39.02,36.68,10.737312,300,27.96175,0.1181103,1.968505,0.01181103
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,August,50,73.94,66.74,15.882274,300,35.119958,0,0,0
OMAHA EPPLEY AIRFIELD,NE,41.3103,-95.8992,299.3,January,33.98,44.06,40.46,10.06623,300,25.053728,0,0,0
SIOUX CITY GATEWAY AP,IA,42.3914,-96.3792,333.8,January,25.16,48.92,35.96,11.855782,300,35.119958,0,1.968505,0
SIOUX CITY GATEWAY AP,IA,42.3914,-96.3792,333.8,January,33.98,39.02,37.94,11.408394,300,27.96175,0,0,0
SIOUX FALLS,SD,43.5878,-96.7289,435.9,January,21.2,33.08,30.2,10.289924,300,31.988242,0,1.181103,0.01968505
SIOUX FALLS,SD,43.5878,-96.7289,435.9,January,5.18,27.14,12.38,9.395148,300,25.948504,0.1968505,0,0.01968505
SIOUX FALLS,SD,43.5878,-96.7289,435.9,January,28.22,44.06,35.42,14.54011,300,42.949248,0,3.149608,0
ROSWELL IND AIR PK,NM,33.3075,-104.5083,1112.2,January,26.24,66.92,42.08,4.921268,300,38.922756,0,0,0.27952771
MIDLAND ODESSA,TX,31.9433,-102.1889,874.2,January,41,69.98,55.04,11.1847,300,59.949992,0,0,0.0787402
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,January,20.12,46.04,30.38,4.250186,300,10.961006,0,0,0
LONG BEACH DAUGHERTY FLD,CA,33.8117,-118.1464,9.4,August,68,84.02,72.68,6.263432,300,16.105968,0,0,0
LONG BEACH DAUGHERTY FLD,CA,33.8117,-118.1464,9.4,August,66.02,87.08,73.58,6.263432,300,17.000744,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,August,78.98,102.92,91.76,6.263432,300,19.908766,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,January,25.16,57.02,37.04,4.697574,300,10.961006,0,0,0
TUCSON INTL AP,AZ,32.1314,-110.9553,776.9,January,44.06,69.98,54.32,5.368656,300,21.922012,0,0,0
LAS VEGAS MCCARRAN AP,NV,36.0719,-115.1633,649.5,January,35.06,46.04,40.64,2.460634,300,8.94776,0,0,0
PHOENIX SKY HARBOR INTL AP,AZ,33.4278,-112.0039,337.4,January,48.92,66.02,59.72,6.263432,300,16.105968,0,0,0
SAN DIEGO LINDBERGH FLD,CA,32.7336,-117.1831,4.6,January,48.92,77,62.42,3.131716,300,14.987498,0,0,0
SAN DIEGO LINDBERGH FLD,CA,32.7336,-117.1831,4.6,August,69.98,78.98,73.58,7.158208,300,21.027236,0,0,0
SAN DIEGO LINDBERGH FLD,CA,32.7336,-117.1831,4.6,August,69.08,78.08,73.04,7.158208,300,19.908766,0,0,0
WINSLOW MUNI AP,AZ,35.0281,-110.7208,1489.3,August,66.02,91.04,76.28,9.842536,300,38.922756,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,January,41,51.08,48.02,8.500372,300,21.922012,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,August,53.96,75.02,61.34,12.30317,300,31.093466,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,August,69.98,96.08,81.86,8.052984,300,19.01399,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,August,64.04,87.98,74.12,4.47388,300,19.908766,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,August,57.92,73.04,62.78,7.605596,300,19.908766,0,0,0
CHEYENNE,WY,41.1519,-104.8061,1867.8,August,53.06,89.06,64.04,10.06623,300,29.974996,0,0,0.01181103
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,January,5.18,10.22,8.78,8.94776,300,17.000744,5.118113,3.149608,0.31889781
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,January,-9.76,8.24,2.48,10.513618,300,31.988242,0,0,0
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,August,57.92,86,69.44,10.737312,300,36.90951,0,0,0.5511814
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,August,51.98,86,66.56,8.276678,300,31.093466,0,0,0
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,August,66.02,96.98,83.12,4.921268,300,16.105968,0,0,0
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,August,60.08,93.02,79.7,6.487126,300,21.027236,0,0,0
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,January,-15.88,0.14,-5.26,1.789552,300,8.94776,0,5.118113,0
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,January,9.14,25.16,16.16,1.565858,300,8.94776,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,January,35.06,53.96,45.14,4.697574,300,10.961006,0,0,0
MEDFORD ROGUE VLY AP,OR,42.3811,-122.8722,395.3,January,33.08,42.98,39.38,3.802798,300,12.974252,0,0,1.00000054
MEDFORD ROGUE VLY AP,OR,42.3811,-122.8722,395.3,August,69.08,109.04,88.88,3.579104,300,19.01399,0,0,0
PORTLAND INTL AP,OR,45.5908,-122.6003,5.8,August,60.98,91.94,73.04,4.921268,300,14.987498,0,0,0
JUNEAU INTL AP,AK,58.3567,-134.5639,4.9,August,48.92,78.98,61.88,3.579104,300,17.000744,0,0,0
KODIAK AP,AK,57.7511,-152.4856,24.4,January,21.2,42.08,29.48,10.289924,300,33.106712,0,0,0
KODIAK AP,AK,57.7511,-152.4856,24.4,January,25.16,42.98,33.8,13.645334,300,31.093466,0,0,0
KODIAK AP,AK,57.7511,-152.4856,24.4,January,21.2,42.08,38.48,7.381902,300,29.08022,0,0,0
BETHEL AP,AK,60.785,-161.8292,31.1,August,51.98,66.92,61.52,5.368656,300,17.000744,0,0,0.03149608
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,August,39.02,44.96,42.26,6.263432,300,14.987498,0,0,0.01968505
COLORADO SPRINGS MUNI AP,CO,38.81,-104.6883,1884,January,16.16,50,29.66,6.71082,300,23.935258,0,0,0
HAYWARD AIR TERMINAL,CA,37.6542,-122.115,13.1,August,60.98,91.94,70.52,5.816044,300,19.01399,0,0,0
HAYWARD AIR TERMINAL,CA,37.6542,-122.115,13.1,August,60.98,75.92,67.82,9.171454,300,23.935258,0,0,0
BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,January,32,55.04,46.58,11.408394,300,40.041226,0,0,0.01181103
BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,January,26.24,35.06,32.54,6.487126,300,19.908766,0.1181103,0,0
ATLANTIC CITY INTL AP,NJ,39.4494,-74.5672,18.3,August,69.08,87.08,78.26,5.816044,300,34.001488,0,0,0.12992133
ATLANTIC CITY INTL AP,NJ,39.4494,-74.5672,18.3,August,62.96,82.04,76.28,10.513618,300,25.053728,0,0,0.07086618
WASHINGTON DC DULLES AP,VA,38.9408,-77.4636,88.4,January,41,44.06,41.72,4.697574,300,12.974252,0,0,0.92126034
WALLOPS ISLAND FLIGHT FAC,VA,37.9406,-75.4631,11.6,January,23.18,39.92,36.5,8.052984,300,31.988242,0,0,0.05118113
CINCINNATI NORTHERN KY AP,KY,39.0431,-84.6717,264.9,January,19.22,41,33.62,14.763804,300,31.988242,0,0,0
CINCINNATI NORTHERN KY AP,KY,39.0431,-84.6717,264.9,January,20.12,33.98,26.96,10.513618,300,21.922012,0,0,0
DAYTON INTL AP,OH,39.9061,-84.2186,304.8,January,39.02,51.98,49.46,7.605596,300,33.106712,0,0,0.55905542
DAYTON INTL AP,OH,39.9061,-84.2186,304.8,January,17.24,39.02,31.1,19.237684,300,33.106712,0,0,0
DAYTON INTL AP,OH,39.9061,-84.2186,304.8,January,5.18,19.22,11.12,8.94776,300,19.908766,0.1181103,1.181103,0
EVANSVILLE REGIONAL AP,IN,38.0442,-87.5206,121.9,January,33.08,57.92,54.32,8.500372,300,27.066974,0,0,0.1181103
EVANSVILLE REGIONAL AP,IN,38.0442,-87.5206,121.9,January,22.1,33.08,30.02,8.276678,300,27.96175,0,0,0
SPRINGFIELD CAPITAL AP,IL,39.8447,-89.6839,181.1,January,37.04,48.02,43.34,12.974252,300,36.90951,0,0,0
GULFPORT - BILOXI AP,MS,30.4119,-89.0808,12.8,January,53.06,68,62.78,2.684328,300,21.027236,0,0,0
QUINCY RGNL AP,IL,39.9369,-91.1919,234.4,January,-1.84,8.24,4.64,6.487126,300,19.908766,0,0,0
QUINCY RGNL AP,IL,39.9369,-91.1919,234.4,January,37.04,44.96,43.52,10.961006,300,31.093466,0,0,0
QUINCY RGNL AP,IL,39.9369,-91.1919,234.4,August,66.92,87.08,76.28,2.908022,300,12.974252,0,0,0
QUINCY RGNL AP,IL,39.9369,-91.1919,234.4,August,62.96,84.92,75.2,9.842536,300,25.053728,0,0,0
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,January,-14.8,5.18,-6.34,8.724066,300,27.96175,0.3149608,5.118113,0.01181103
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,January,-5.8,6.26,0.32,12.30317,300,29.974996,0,3.93701,0
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,January,15.26,30.2,26.78,19.461378,300,36.014734,0,3.149608,0
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,August,50,77,69.98,10.06623,300,27.96175,0,0,0
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,August,51.08,71.96,61.34,6.934514,300,21.922012,0,0,0
ASTORIA RGNL AP,OR,46.1569,-123.8825,2.7,August,57.02,62.96,59.9,7.158208,300,14.987498,0,0,0
NEW YORK JFK INTL AP,NY,40.6386,-73.7622,3.4,January,13.1,24.26,19.58,11.1847,300,25.053728,0,7.086618,0
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,January,33.08,35.06,33.62,5.816044,300,19.908766,0,7.87402,0.0393701
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,August,50,71.96,61.16,9.842536,300,25.948504,0,0,0
ROCKFORD GTR ROCKFORD AP,IL,42.1928,-89.0931,222.5,January,13.1,37.94,36.68,11.855782,300,31.988242,0,0,0
ROCKFORD GTR ROCKFORD AP,IL,42.1928,-89.0931,222.5,January,33.98,42.08,37.58,14.763804,300,31.093466,0,0,0.01968505
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,January,42.08,48.92,44.78,6.934514,300,25.053728,0,0,0.98031549
TOLEDO EXPRESS AP,OH,41.5886,-83.8014,203.9,January,37.04,42.98,39.02,7.82929,300,29.08022,0,0,0.83070911
CHICAGO OHARE INTL AP,IL,41.995,-87.9336,200.6,January,35.06,39.02,35.96,15.65858,300,33.106712,0,0,0.03149608
DUBUQUE RGNL AP,IA,42.3978,-90.7036,321.9,January,2.12,8.24,6.62,17.224438,300,31.988242,0,0,0
DUBUQUE RGNL AP,IA,42.3978,-90.7036,321.9,January,-1.84,8.24,5,10.961006,300,23.935258,0,0,0
DUBUQUE RGNL AP,IA,42.3978,-90.7036,321.9,January,-5.8,4.1,-1.3,8.052984,300,19.01399,0,0,0
DUBUQUE RGNL AP,IA,42.3978,-90.7036,321.9,January,33.08,37.04,35.6,17.671826,300,34.001488,0,1.181103,0
WATERLOO MUNI AP,IA,42.5544,-92.4011,264.6,January,7.16,33.08,28.4,17.224438,300,38.922756,0,0,0
WATERLOO MUNI AP,IA,42.5544,-92.4011,264.6,January,1.22,8.24,5.9,14.54011,300,31.093466,0,0,0
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,January,4.1,42.08,18.86,2.908022,290,16.105968,0,11.023628,0
AUGUSTA BUSH FLD AP,GA,33.3644,-81.9633,40.2,January,35.06,59,47.84,9.618842,290,27.96175,0,0,0
HUNTSVILLE INTL AP,AL,34.6439,-86.7861,190.2,January,53.96,66.02,61.88,7.605596,290,17.000744,0,0,0.01968505
HUNTINGTON TRI STATE AP,WV,38.365,-82.555,251.2,January,53.06,60.08,56.12,6.71082,290,23.040482,0,0,0.61023655
HUNTINGTON TRI STATE AP,WV,38.365,-82.555,251.2,August,64.04,84.92,73.22,2.460634,290,17.000744,0,0,0
GREER,SC,34.8831,-82.2203,286.5,August,68,89.06,77,8.052984,290,25.053728,0,0,0.20866153
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,January,19.22,28.22,23.36,9.618842,290,25.948504,1.6929143,5.118113,0.0393701
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,August,60.98,80.96,69.98,6.71082,290,23.935258,0,0,0
LAKE CHARLES,LA,30.125,-93.2158,4,August,75.02,89.06,80.78,5.816044,290,23.935258,0,0,1.20078805
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,January,39.92,50,46.94,8.500372,290,19.908766,0,0,0
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,August,69.08,86,75.02,4.921268,290,18.119214,0,0,0
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,January,27.14,60.98,41.18,9.395148,290,29.974996,0,0,0
BINGHAMTON,NY,42.1997,-75.985,489.5,January,27.14,35.06,32.36,7.82929,290,31.988242,0,3.149608,0.01181103
BINGHAMTON,NY,42.1997,-75.985,489.5,August,50,71.06,60.08,6.487126,290,17.000744,0,0,0
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,January,22.1,31.1,27.86,4.250186,290,19.908766,1.181103,0,0.05905515
ORLANDO INTL AP,FL,28.4339,-81.325,27.4,January,59,78.08,72.86,8.500372,290,25.053728,0,0,0.20078751
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,January,57.92,82.94,73.76,8.500372,290,35.119958,0,0,0.07086618
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,January,23.18,53.06,43.88,12.750558,290,36.90951,0,0,0.09055123
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,January,7.16,13.1,12.2,7.381902,290,23.040482,0,3.149608,0.01181103
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,January,-3.82,33.08,10.94,1.789552,290,19.01399,0,3.149608,0
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,August,57.92,82.94,68.9,3.35541,290,21.027236,0,0,0.29133874
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,August,53.96,69.98,63.86,5.59235,290,23.040482,0,0,0
PHILADELPHIA INTL AP,PA,39.8683,-75.2311,3,January,28.22,35.06,33.26,9.618842,290,29.974996,0.9055123,0,0.01968505
RICHMOND INTL AP,VA,37.505,-77.3203,50,January,37.94,62.96,52.16,10.737312,290,31.988242,0,0,0
ROANOKE RGNL AP,VA,37.3169,-79.9742,358.1,January,32,57.92,50.9,14.54011,290,38.02798,0,0,0
ROANOKE RGNL AP,VA,37.3169,-79.9742,358.1,January,27.14,37.04,33.62,4.026492,290,16.105968,0,0,0
ROANOKE RGNL AP,VA,37.3169,-79.9742,358.1,January,22.1,64.94,38.12,9.171454,290,48.988986,0,0,0
ROANOKE RGNL AP,VA,37.3169,-79.9742,358.1,August,62.96,80.96,73.04,9.618842,290,27.066974,0,0,0
WASHINGTON REAGAN AP,VA,38.8483,-77.0342,3,January,35.06,57.02,48.38,9.842536,290,31.988242,0,0,0
WILMINGTON NEW CASTLE CO AP,DE,39.6728,-75.6008,24.1,August,62.96,78.08,74.48,10.737312,290,29.08022,0,0,0.77952798
ELIZABETH CITY CGAS,NC,36.2606,-76.175,4,January,41,62.96,57.2,11.855782,290,21.922012,0,0,0
HATTIESBURG CHAIN MUNI AP,MS,31.2819,-89.2531,46,January,50,71.96,60.98,3.35541,290,16.105968,0,0,0
CHARLESTON YEAGER AP,WV,38.3794,-81.59,277.4,January,25.16,33.08,28.4,6.263432,290,25.053728,0.1968505,1.181103,0
ATHENS BEN EPPS AP,GA,33.9481,-83.3275,239.3,August,69.08,91.04,78.26,2.684328,290,14.092722,0,0,0.01181103
ATHENS BEN EPPS AP,GA,33.9481,-83.3275,239.3,August,69.08,78.98,73.94,1.789552,290,19.908766,0,0,0.48031522
BIRMINGHAM AP,AL,33.5656,-86.745,187.5,August,69.98,89.96,79.16,3.35541,290,16.105968,0,0,0
BRISTOL TRI CITY AP,TN,36.4731,-82.4044,457.2,January,28.22,55.94,49.46,11.408394,290,25.948504,0,0,0.0787402
BRISTOL TRI CITY AP,TN,36.4731,-82.4044,457.2,January,26.24,39.92,32.36,11.408394,290,35.119958,0,0,0
CHARLESTON INTL AP,SC,32.8986,-80.0403,12.2,August,73.94,91.94,80.24,5.368656,290,29.08022,0,0,0.61811057
CHARLOTTE DOUGLAS AP,NC,35.2236,-80.9553,221.9,January,14.18,32,22.46,6.039738,290,23.040482,0,1.181103,0
CHARLOTTE DOUGLAS AP,NC,35.2236,-80.9553,221.9,August,66.02,87.98,77.18,7.605596,290,38.922756,0,0,0.6692917
TULSA INTL AP,OK,36.1994,-95.8872,198.1,August,69.98,82.04,77.36,7.158208,290,48.09421,0,0,2.18897756
ST LOUIS LAMBERT INTL AP,MO,38.7525,-90.3736,161.8,January,16.16,23.18,20.84,8.724066,290,19.01399,0.787402,1.181103,0.0393701
ST LOUIS LAMBERT INTL AP,MO,38.7525,-90.3736,161.8,January,42.98,53.06,49.28,8.724066,290,27.96175,0,0,0
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,January,25.16,64.94,41.18,5.59235,290,25.948504,0,0,0
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,August,64.94,82.94,75.56,7.158208,290,27.066974,0,0,0
MIDDLETOWN HARRISBURG INTL AP,PA,40.1936,-76.7633,95.1,January,31.1,51.08,42.26,12.750558,290,40.936002,0,0,0.03149608
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,August,69.98,80.06,76.28,11.408394,290,33.106712,0,0,0.16141741
BUFFALO,NY,42.9486,-78.7369,211.2,January,5.18,17.24,11.12,8.500372,290,27.96175,0.5118113,1.181103,0.01181103
NEWARK INTL AP,NJ,40.6825,-74.1694,2.1,January,29.12,39.92,34.7,10.513618,290,31.093466,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,January,19.22,29.12,25.34,10.513618,290,42.054472,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,January,12.2,26.24,23.72,7.82929,290,23.935258,0.1181103,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,August,57.92,80.06,67.82,6.71082,290,21.922012,0,0,0.01181103
ALLENTOWN INTL AP,PA,40.6508,-75.4492,118.9,January,22.1,32,28.94,9.395148,290,29.974996,0.1968505,0,0
ALLENTOWN INTL AP,PA,40.6508,-75.4492,118.9,January,20.12,31.1,27.32,5.368656,290,18.119214,0.9055123,1.181103,0.0393701
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,August,68,87.08,75.56,9.171454,290,31.093466,0,0,0.01181103
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,August,66.02,80.06,74.48,8.500372,290,29.08022,0,0,0.05118113
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,January,18.14,42.08,34.52,6.71082,290,29.974996,0.1968505,14.173236,0.01968505
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,August,55.94,86,68.54,4.026492,290,31.988242,0,0,0
PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,18.3,January,20.12,37.04,29.84,6.263432,290,23.040482,0,0,0
PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,18.3,August,60.08,78.08,69.44,8.94776,290,27.066974,0,0,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,January,7.16,22.1,14,10.06623,290,23.935258,0,1.181103,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,January,7.16,18.14,15.26,13.197946,290,35.119958,2.9921276,0,0.1181103
WILLIAMSPORT,PA,41.2433,-76.9217,158.5,January,14.18,26.24,19.4,8.052984,290,21.922012,0,0,0
CLEVELAND,OH,41.4131,-81.86,232.6,August,66.02,89.96,78.08,6.039738,290,25.053728,0,0,0
COLUMBUS PORT COLUMBUS INTL AP,OH,39.9914,-82.8808,246.9,January,44.96,55.04,53.06,7.158208,290,29.08022,0,0,0.79921303
COLUMBUS PORT COLUMBUS INTL AP,OH,39.9914,-82.8808,246.9,January,21.2,44.96,36.68,19.01399,290,35.119958,0,0,0
COLUMBUS PORT COLUMBUS INTL AP,OH,39.9914,-82.8808,246.9,January,7.16,16.16,13.28,8.052984,290,19.01399,0,1.181103,0
COLUMBUS PORT COLUMBUS INTL AP,OH,39.9914,-82.8808,246.9,January,6.26,16.16,10.04,8.500372,290,19.01399,0,0,0
COLUMBUS PORT COLUMBUS INTL AP,OH,39.9914,-82.8808,246.9,January,10.22,20.12,14.18,8.724066,290,21.922012,0,0,0
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,January,35.06,41,37.94,8.276678,290,31.988242,0,0,0.18897648
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,January,5.18,14.18,8.78,10.513618,290,29.974996,0.3149608,1.181103,0.01968505
FT WAYNE INTL AP,IN,40.9706,-85.2064,241.1,January,0.14,16.16,6.08,10.06623,290,23.935258,0,0,0
FT WAYNE INTL AP,IN,40.9706,-85.2064,241.1,August,51.08,80.96,68,3.802798,290,16.105968,0,0,0
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,January,18.14,39.02,37.94,10.961006,290,36.90951,0,0,0
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,January,1.22,12.2,7.34,13.197946,290,29.974996,0,0,0
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,January,29.12,37.94,31.46,12.750558,290,33.106712,0.393701,0,0.01181103
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,August,64.04,82.94,71.78,8.276678,290,21.027236,0,0,0
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,January,11.12,16.16,12.92,13.645334,290,33.106712,1.4173236,5.118113,0.05905515
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,August,57.92,71.96,65.3,13.869028,290,35.119958,0,0,0.33858286
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,January,4.1,14.18,12.2,7.381902,290,21.922012,0.393701,0,0.0393701
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,January,14.18,32,24.62,15.211192,290,38.922756,2.7165369,14.173236,0.25984266
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,August,53.96,73.04,62.42,6.487126,290,17.000744,0,0,0
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,January,33.08,41,38.12,9.171454,290,29.974996,0,0,0.1181103
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,August,55.04,66.02,60.8,11.408394,290,27.96175,0,0,0.18110246
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,August,51.08,78.98,64.76,4.697574,290,19.01399,0,0,0
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,January,7.16,16.16,10.76,11.408394,290,25.053728,1.1023628,3.149608,0.03149608
ERIE INTL AP,PA,42.08,-80.1825,222.5,January,14.18,19.22,16.34,16.105968,290,36.90951,0.1181103,5.905515,0
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,January,5.18,15.26,9.68,8.276678,290,21.922012,0,1.968505,0
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,August,59,84.02,75.02,13.42164,290,40.936002,0,0,0.25196864
GREEN BAY,WI,44.4983,-88.1111,207.9,January,-0.76,13.1,11.66,18.119214,290,36.90951,0,1.968505,0
GREEN BAY,WI,44.4983,-88.1111,207.9,January,-2.74,6.26,-0.04,9.171454,290,19.01399,0,1.968505,0
GREEN BAY,WI,44.4983,-88.1111,207.9,January,-1.84,11.12,2.48,12.30317,290,25.948504,0,1.968505,0
GREEN BAY,WI,44.4983,-88.1111,207.9,January,0.14,18.14,6.08,8.724066,290,19.01399,0,1.968505,0
DULUTH,MN,46.8369,-92.2097,435.3,August,48.02,78.08,62.42,7.381902,290,19.908766,0,0,0
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,January,-19.84,-4.9,-11.38,6.71082,290,14.092722,0,9.055123,0
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,August,46.94,80.06,64.22,4.250186,290,14.987498,0,0,0
